"No","Judul","Topik","Abstrak","",""
"22","Kajian Pengembangan Aplikasi Sistem Basis Data Rekrutmen Pegawai Dengan Pendekatan Metode Extreme Programming","Basis Data","Penggunaan sistem komputerisasi pada setiap perusahaan guna menunjang proses kelancaran kerja, sudah tentu merupakan suatu kebutuhan yang sangat penting dan tidak dapat dipisahkan karena tuntutan perkembangan informasi yang kian pesat dan semakin maju. Sistem informasi yang berjalan di PT. Kwadran Lima Indonesia masih kurang optimal dalam penggunaannya, terutama dalam hal perekrutan pegawai, pengolahan data penerimaan karyawan masih dilakukan dengan sistem manual. Hal itu didasarkan karena adanya berbagai macam kendala yang dihadapi oleh perusahaan. Kendala yang sering dihadapi oleh bagian HRD PT. Kwadran Lima Indonesia adalah munculnya kesalahan-kesalahan yang tidak disengaja yang dapat menyebabkan kebenaran data kurang terjamin dan tidak efisiensinya kinerja HRD. Adanya data yang duplikat pada saat pemasukan data. Sering terjadi ketidak akuratan data pelamar. Lamanya waktu yang dibutuhkan dalam pencarian data rekrutmen. Akibat dari kendala-kendala di atas maka siklus informasi yang sedang berjalan menjadi terhambat dan secara otomatis hasil kerja pegawai menjadi tidak efisien. Oleh karena itu, untuk meningkatkan kualitas dan mutu pelayanan sistem informasi, diperlukan pengembangan sistem di dalam perusahaan dalam hal ini di bagian HRD PT.Kwadran Lima Indonesia yang berhubungan dengan perekrutan pegawai.Sistem dikembangkan dengan menggunakan metodologi Extreme Programming. Dengan bahasa pemrograman yang digunakan adalah bahasa pemrograman VB .Net 2008 dengan framework yang dugunakan adalah .Net framework 3.5. Untuk wadah penyimpanan data atau disebut basisdata (Database) yang gunakan adalah SQL Server 2005.
Kata Kunci : Pengembangan aplikasi sistem basis data rekrutmen pegawai, Extreme Programming.","",""
"23","METODE PENCARIAN DATA MENGGUNAKAN QUERY HASH JOIN DAN QUERY NESTED JOIN","Basis Data","Pengaksesan data atau pencarian data dengan menggunakan Query atau Join pada aplikasi yang terhubung dengan sebuah database perlu memperhatikan ketepatgunaan implementasi dari data itu sendiri serta waktu prosesnya. Ada banyak cara yang dapat dilakukan oleh database manajemen sistem dalam memproses dan menghasilkan jawaban sebuah query. Semua cara pada akhirnya akan menghasilkan jawaban (output) yang sama tetapi pasti mempunyai harga yang berbeda-beda, seperti misalnya kecepatan waktu untuk merespon data Beberapa query yang sering digunakan untuk pemrosesan data yaitu Query Hash Join dan Query Nested Join, kedua query memiliki algoritma yang berbeda tapi menghasilkan output yang sama. Dengan menggunakan aplikasi yang dirancang menggunakan Microsoft Visual Studi 2010 dan Microsoft SQL Server 2008 berbasis Jaringan untuk melakukan pengujian kedua algoritma atau query dengan paramter running time atau kecepatan waktu merespon data. Pengujian dilakukan dengan jumlah tabel yang dihubungkan dan jumlah baris/record. Hasil dari penelitian adalah kecepatan waktu query untuk merespon data untuk jumlah data yang kecil query hash join lebih baik sedangkan jumlah data yang besar query nested join lebih baik.
Kata Kunci : Query, Hash Join, Nested Join.","",""
"24","IMPLEMENTASI ENKRIPSI BASIS DATA DENGAN ALGORITMA MD5 (MESSAGE DIGEST ALGORITHM 5) DAN VIGENERE CIPHER","Basis Data","Basis data telah banyak dimanfaatkan oleh berbagai organisasi/ perusahaan untuk menyimpan dan mengolah data pada organisasi/ perusahaan tersebut. Data/ informasi menjadi target serangan oleh pihak-pihak yang tidak bertanggungjawab sehingga perlu untuk menjaga keamanan dan kerahasiaan data/ informasi. Pada penelitian ini mengimplementasikan pengamanan data dari sisi kandungan yang tersimpan dalam basis data. Teknik pengamanan data yang digunakan dalam penelitian ini adalah teknik kriptografi. Algoritma yang digunakan adalah MD5 yang merupakan algoritma fungsi hash. Algoritma MD5 saat ini banyak digunakan untuk meng-enkripsi data guna mengamankan data pada basis data. Namun saat ini banyak pula aplikasi/tool yang beredar di internet yang digunakan untuk proses men-dekripsi-kan data, sehingga keamanan algoritma MD5 pun menjadi lemah.
Perlu adanya kombinasi algoritma MD5 dengan algoritma yang lain untuk memperkuat keamanan basis data. Kombinasi algoritma MD5 dan vigenere cipher cocok diterapkan pada penerapan enkripsi basis data dikarenakan cukup kuat untuk menjaga keamanan basis data. Kata Kunci:
kriptografi, enkripsi, dekripsi, md5, vigenere cipher","",""
"25","PEMBANGUNAN MODEL BASISDATA SPASIAL DARI FENOMENA PENURUNAN TANAH DI INDONESIA","Basis Data","Indonesia merupakan salah satu negara yang kota-kota besarnya terkena dampak dari penurunan tanah.
Fenomena penurunan tanah biasa terjadi di daerah-daerah yang memiliki tingkat urban development tinggi seperti DKI
Jakarta, Bandung dan Semarang. Pemantauan fenomena penurunan tanah ini dapat dilakukan dengan memanfaatkan
metode geodetik yaitu survei sipat datar (levelling), survei GPS, survei gaya berat mikro dan Interferometric Synthetic
Aperture Radar (InSAR). Informasi-informasi mengenai penurunan tanah ini dapat digunakan sebagai bahan perumusan
kebijakan maupun pengambilan keputusan mengenai berbagai hal yang berkaitan dengan masalah kebumian serta halhal
lainnya apabila disimpan serta dipergunakan secara tepat guna. Data-data spasial serta informasi pendukung dari
penurunan tanah di Indonesia ini belum memiliki suatu sistem sebagai media pengelolaan data. Tujuan penelitian ini
adalah perancangan model basisdata untuk fenomena penurunan tanah yang terdiri dari tiga tahap yaitu perancangan
basisdata konseptual, logikal dan fisikal. Hasil perancangan basisdata kemudian disimpan pada perangkat lunak
PostgreSQL/PostGIS sebagai Database Management System. Selain itu, dapat disimpulkan pula bahwa untuk
membangun suatu model basisdata spasial membutuhkan tahapan yang panjang antara lain inventarisasi data,
perancangan model basisdata, dan pembangunan basisdata. Pembangunan suatu basisdata spasial ini diharapkan dapat
membantu dalam pengorganisasian data-data spasial dari fenomena penurunan tanah di Indonesia.
Kata kunci: penurunan tanah, DBMS, basisdata spasial","",""
"26","PEMBUATAN BASIS DATA ALUMNI PROGRAM STUDI PENDIDIKAN BIOLOGI FKIP UNIVERSITAS MATARAM","Basis Data","Salah satu bentuk penelitian yang disarankan sebagai tindaklanjut dari penelitian yang dilakukan oleh Handayani, et al.. (2013) ialah pembuatan basis data alumni yang dapat diakses dengan mudah dan dapat menjangkau semua alumni Program Studi Pendidkan Biologi FKIP Universitas Mataram. Jenis penelitian dalam pembuatan basis data alumni ini merupakan penelitian diskriptif yang bersifat memberikan penjelasan terkait dengan profil alumni Program Studi Pendidkan Biologi FKIP Universitas Mataram. Pembuatan basis data alumni Program Studi Pendidikan Biologi FKIP Universitas Mataram dilakukan dengan berbasis SQL. Hasil penelitian dan pembahasan menjelaskan bahwa pembuatan basis data alumni menggunakan program SQL sangat membantu dalam menganalisis sebaran dan jenis pekerjaan alumni sehingga Program Studi Pendidikan Biologi dapat melakukan evaluasi dan pengembangan yang sesuai dengan kebutuhan pasar atau dunia kerja. Berdasarkan analisis yang dilakukan, alumni pendidikan biologi yang bekerja menjadi guru selama 30 tahun terakhir mengalami fluktuasi. Alumni periode 1980 – 1994 yang menjadi guru 92%, periode 1995 – 2004 yang menjadi guru 93% dan periode 2005 – 2014 yang menjadi guru turun menjadi 54%. Basis Data, Alumni, Berbasis SQL","",""
"27","PEMBUATAN BASIS DATA SPASIAL TEMPAT INDEKOS BERBASIS WEB DI AREA KAMPUS UNIVERSITAS NEGERI SEBELAS MARET","Basis Data","Kota Surakarta merupakan salah satu destinasi wisata kuliner setelah Kota Yogyakarta. Selain terkenal dengan
kulinernya, Kota Surakarta juga menjadi salah satu tempat tujuan pendidikan, yaitu bangku perkuliahan. Di Kota ini
terdapat beberapa Universitas yang tidak dapat diragukan lagi kualitas pendidikannya, seperti Universitas Negeri
Sebelas Maret. Universitas Negeri Sebelas Maret merupakan satu-satunya perguruan tinggi negeri yang ada di Kota
Surakarta. Bangku perkuliahan membutuhkan sarana yang harus mencukupi kebutuhan keseharian para mahasiswa.
Salah satunya yang terpenting adalah indekos. Tempat indekos selama ini dicari oleh mahasiswa dengan cara
bertanya kepada beberapa orang di sekitar lokasi perkuliahan. Bahkan tidak jarang pula ada informasi yang disajikan
diinternet. Namun, informasi tentang indekos ini biasanya hanya menyajikan data-data nonspasial seperti alamat,
fasilitas serta harga dari indekos itu sendiri. Maka dari itu hal utama yang melatarbelakangi pembuatan web ini
adalah perlunya informasi spasial yang bertujuan untuk memudahkan mahasiswa baru dalam melakukan pencarian
indekos. Metodologi pada penelitian ini merujuk pada Sistem Informasi Geografis (SIG) pembuatan basis data
spasial tempat indekos berbasis web. Penyusunan basis data dimulai dengan penggunaan XAMPP sebagai server
lokal dan basis data MySQL dengan mengakses fitur phpMyAdmin. Data hasil penelitian berjumlah 150 indekos
yang terdiri dari indekos putra, putri, dan campur. Untuk tipe pembayaran dibagi dua, yaitu tipe pembayaran
bulanan dan tahunan. Pengujian sistem aplikasi pada web ini menunjukkan bahwa web dapat dibuka dari semua web
browser, namun fitur geolocation hanya berfungsi pada browser mozilla firefox. Sedangkan untuk pengujian
usability pada web ini memperoleh keberhasilan yang cukup baik dengan nilai 3,870 dari rentang penilaian satu
sampai lima.
Kata Kunci : Indekos, SIG, Surakarta, Universitas Negeri Sebelas Maret","",""
"28","PENENTUAN SPESIFIKASI KOMPUTER BERDASARKAN KEBUTUHAN PEMAKAI DAN HARGA MENGGUNAKAN BASIS DATA FUZZY","Basis Data","Komputer merupakan alat yang digunakan untuk membantu kegiatan sehari hari. Perkembangan zaman membuat komputer menjadi tempat untuk menyalurkan hobi. Menonton film, bermain game, dan berselancar di internetpun menjadi pemandangan yang biasa. Oleh karena itu, pemilihan komponen komputer yang sesuai dengan kebutuhan sangat penting dilakukan. Namun, banyak orang tidak memahami komputer yang sesuai dengan kebutuhannya. Maka terjadi pemborosan biaya dan ketidakseimbangan antara kebutuhan dan komponen yang digunakan. Penelitian ini bertujuan untuk menangani permasalahan tersebut. Dengan menerapkan metode basis data fuzzy yang mengubah data numeris menjadi bahasa sehari-hari, maka dibuat sistem penentuan spesifikasi komputer berdasarkan kebutuhan dan harga yang menghasilkan spesifikasi komputer sesuai dengan kebutuhan penggunanya. Dengan sistem ini, dapat mempercepat proses penentuan spesifikasi yang digunakan dan menghemat anggaran yang dikeluarkan.
Kata Kunci– komputer, kebutuhan, harga, basis data fuzzy","",""
"29","PENGEMBANGAN BASIS DATA IMUNISASI DASAR LENGKAP DAN BOOSTER BATITA (STUDI KASUS DI PUSKESMAS BLEGA KABUPATEN BANGKALAN)","Basis Data","Latar belakang: Permasalahan imunisasi di Puskesmas Blega, selain rendahnya cakupan, terdapat permasalahan dalam sistem informasi program imunisasi mengakibatkan kualitas informasi yang dihasilkan tidak valid. Tujuan: Mengembangkan model basis data pencatatan dan pelaporan imunisasi dasar lengkap dan booster batita di Puskesmas Blega. Metode: Penelitian ini merupakan penelitian pengembangan dengan rancang bangun penelitian tindakan. Tahapan penelitian meliputi analisis sistem yang berjalan, mengidentifikasi kebutuhan data dan informasi, merancang model basis data, dan menguji coba model basis data. Hasil: Hasil tahapan analisis sistem berjalan ditemukan permasalahan pada komponen input, proses, dan output. Identifikasi kebutuhan data dan informasi terdapat data dan informasi yang dibutuhkan sistem belum dapat dihasilkan. Perancangan basis data menggunakan Epi Info Version 7. Simpulan dan saran: Basis data yang dikembangkan sederhana, variabel memenuhi kebutuhan data dan informasi yang dibutuhkan, mudah dioperasikan serta kualitas informasi akurat. Kata Kunci:
Basis data, imunisasi dasar lengkap, Imunisasi Booster","",""
"30","Pengembangan Sistem Pemetaan Otomatis Entity Relationship Diagram Ke Dalam Database","Basis Data","Salah satu tahap dalam perancangan basis data untuk pengembangan sebuah perangkat lunak adalah proses perancangan basis data yang dibuat berdasarkan hasil perancangan model konseptual dan relasional. Proses yang cukup sulit adalah pada saat pemetaan konsep basis data. Ketika daftar kebutuhan pengguna mengalami perubahan, akan berdampak pada perancangan Sistem Basis data yang sudah dibuat sebelumnya. Selain itu, struktur basis data yang kompleks, ketika mengalami perubahan akan memakan banyak waktu untuk dipetakan kembali secara manual. Berdasarkan permasalahan tersebut, maka dibuatlah suatu Sistem untuk memetakan model basis data berbentuk ERD agar langsung dapat digunakan pada database mySQL. Dengan tujuan mempemudah pemetaan, maka sistem ini menggunakan notasi Chen. Notasi ini adalah notasi yang paling sering digunakan dalam data modeling tool karena bentuknya yang mudah dipahami dan digambarkan. Namun notasi ini jarang digunakan oleh aplikasi ERD mapping. Sistem ini menggunakan tujuh langkah pemetaan model relasi entitas sehingga sesuai dengaan kaidah Rekaya Perangkat Lunak. Sistem dibuat dengan berbasis web, menggunakan pemrograman berorientasi objek, dan menggunakan framework codeigniter. Sistem menghasilkan 16 buah kebutuhan yang telah diuji dengan menggunakan pengujian white-box dan black-box mendapatkan hasil valid untuk keseluruhannya dan juga 95% untuk pengujian compatibility system.
Kata kunci: Pemetaan ERD, Diagram Relasi Entitas, Notasi Chen","",""
"31","PENGISIAN BASIS DATA ALUMNI PROGRAM STUDI PENDIDIKAN BIOLOGI FKIP UNIVERSITAS MATARAM","Basis Data","Sebagai salah satu pemangku kepentingan (stakeholders) perguruan tinggi, kiprah alumni dapat
memberikan kontribusi tentang berbagai hal nyata yang diperlukan masyarakat. Kegiatan sosialisasi Pengisian
Basis Data Alumni Program Studi Pendidikan Biologi FKIP Universitas Mataram telah dilakukan tehadap
alumni yang berasal dari 5 KabupateN Kota di Pulau Lombok. Kegiatan ini sekaligus untuk mendapatkan
gambaran tentang profil alumni Program Studi Pendidikan Biologi FKIP Universitas Mataram. Hasil kegiatan
ini menyimpulkan bahwa pekerjaan sebagai guru masih mendominasi profesi alumni Pendidikan Biologi FKIP
Universitas Mataram. Selain guru, profesi/pekerjaan lain alumni Pendidikan Biologi FKIP Universitas
Mataram adalah dosen, karyawan swasta, wiraswasta, dan mengikuti studi lanjut. Masa tunggu alumni
Program Studi Pendidikan Biologi FKIP Universitas Mataram tekonsentrasi pada durasi 1-2 tahun setelah
tamat, namun sebagian besar alumni juga telah mulai bekerja ketika masih berstatus sebagai mahasiswa.
Berdasarkan hasil ini, disarankan agar mahasiswa yang akan menamatkan studinya di Pendidikan Biologi
FKIP Universitas Mataram harus menuliskan alamatnya secara lengkap pada biodata lulusan, temasuk
menuliskan alat surat elektronik (e-mail); pihak kampus harus memperkuat jaringan alumni yang sudah
tebentuk selama ini melalui Ikatan Alumni FKIP Universitas Mataram; dan optimalisasi peran Pusat Karir di
Universitas Mataram perlu ditingkatkan.
Kata kunci: alumni, FKIP unram, Pendidikan Biologi, tracer study.","",""
"32","Penyusunan Basis Data Infrastruktur Sanitasi Sekolah Dasar Negeri Berbasis Website di Kecamatan Rasau Jaya","Basis Data","Penyusunan basis data infrastruktur sanitasi sekolah dasar negeri di Kecamatan Rasau Jaya didasari oleh Peraturan Menteri Pendidikan tahun 2007 tentang standar sarana dan prasarana sekolah dasar negeri di Indonesia. Selain itu, penelitian ini juga merupakan upaya mendukung program satu data Kabupaten Kubu Raya yang memiliki tujuan membantu pemerintah kabupaten dalam perencanaan program kabupaten agar dapat terimplementasi secara baik dan akurat di bidang infrastruktur sanitasi sekolah dasar negeri. Pada penelitian ini dilakukan observasi langsung ke lokasi serta melakukan wawancara terkait dengan ketersediaan infrastruktur sanitasi sekolah dasar. Jumlah sekolah dasar negeri yang termasuk dalam wilayah penelitian yaitu sebanyak 18 SD Negeri yang tersebar pada 6 desa di Kecamatan Rasau Jaya. Hasil dari penelitian ini berupa basis data infrastruktur sanitasi sekolah dasar negeri berbasis website yang dapat di akses melaui URL www.sigsanitasikuburaya.com. Pada website tersebut, menampilkan data terkait dengan basis data fasilitas cuci tangan, fasilitas jamban, fasilitas air bersih, fasilitas menstruasi, fasilitas pengelolaan sampah dan fasilitas drainase.
Kata Kunci: Sanitasi, Observasi, Basis data, Website, Kubu Raya","",""
